Organization Name,Organization Name URL,Categories,Headquarters Location,Headquarters Regions,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Funding Status,Top 5 Investors,Number of Investors
Bloq,https://www.crunchbase.com/organization/bloq-inc,"Bitcoin, Blockchain, Enterprise Software, Open Source, Software","Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",2015-11-01,month,,,2018-05-01,,,,Seed,,,,Seed,"CMT Digital Ventures LLC, Digital Finance Group, Ozmen Ventures, SixThirty",4
Bitt,https://www.crunchbase.com/organization/bitt,"Bitcoin, FinTech, Virtual Currency","Hastings, Christ Church, Barbados",,2013-01-01,year,,,2018-03-08,3000000,USD,3000000,Series B,3000000,USD,3000000,Early Stage Venture,"Medici Ventures, Overstock",2
Gate.io,https://www.crunchbase.com/organization/gate-io,"Angel Investment, Cryptocurrency, Trade Shows, Trading Platform","Malta, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",2013-01-01,year,,,2019-04-17,64000000,USD,64000000,Initial Coin Offering,64000000,USD,64000000,,,
MyCrypto,https://www.crunchbase.com/organization/mycrypto,"Cryptocurrency, Financial Services, Information Services, Information Technology","Redondo Beach, California, United States","Greater Los Angeles Area, West Coast, Western US",2017-01-01,year,,,2018-08-30,4000000,USD,4000000,Series A,4000000,USD,4000000,Early Stage Venture,"Ausum Ventures, Boost VC, Lily Liu, Polychain, ShapeShift",8
AERGO,https://www.crunchbase.com/organization/aergo-e080,"Blockchain, Cryptocurrency, Information Technology","Wan Chai, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),2018-01-01,year,,,2018-11-16,30000000,USD,30000000,Venture - Series Unknown,30000000,USD,30000000,,"Dekrypt Capital, JLAB | JD capital, JRR Crypto, NEO Global Capital (NGC), Sequoia Capital China",10
Celsius Network,https://www.crunchbase.com/organization/celsius-network,"Consumer Lending, Cryptocurrency, Financial Services, FinTech, Marketplace","London, England, United Kingdom",European Union (EU),2017-06-01,day,,,2018-03-26,50000000,USD,50000000,Initial Coin Offering,50000000,USD,50000000,,,
Augur,https://www.crunchbase.com/organization/augur-2,"Bitcoin, Internet, Market Research, Prediction Markets, Predictive Analytics","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2014-01-01,year,,,2017-10-01,,,,Venture - Series Unknown,,,,,"Alexis Berthoud, KR1",2
FunFair Technologies,https://www.crunchbase.com/organization/funfair-technologies,"Bitcoin, Blockchain, Casino, Gaming, Information Technology, Internet","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,,,2017-07-06,26000000,USD,26000000,Initial Coin Offering,26000000,USD,26000000,,"BlockTower Capital, KR1, Pantera Capital",3
AVA Labs,https://www.crunchbase.com/organization/ava-labs,"Blockchain, Cryptocurrency, Finance, Financial Services, FinTech, Information Technology, Internet, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,,,,2019-02-01,6000000,USD,6000000,Series A,6000000,USD,6000000,Early Stage Venture,"Andreessen Horowitz, Balaji Srinivasan, Initialized Capital, MetaStable Capital, Polychain",6
Coinmine,https://www.crunchbase.com/organization/coinmine,"Cryptocurrency, Hardware, Mining","West Hollywood, California, United States","Greater Los Angeles Area, West Coast, Western US",,,,,2018-11-15,2000000,USD,2000000,Seed,2000000,USD,2000000,Seed,"Republic Labs, Visary Capital",2
Lykke AG,https://www.crunchbase.com/organization/lykke-ag,"Bitcoin, Finance, Financial Services, FinTech, Trading Platform","London, England, United Kingdom",European Union (EU),2013-09-26,day,,,2018-09-25,,,,Corporate Round,,,,,"Impact51, Tamedia",2
Coindirect,https://www.crunchbase.com/organization/coindirect-47b2,"Blockchain, Cryptocurrency, E-Commerce, Internet, Payments","Douglas, NA - Isle of Man, Isle of Man",,2017-10-25,day,,,2019-02-21,16000000,ZAR,1141055,Seed,16000000,ZAR,1141055,Seed,"Blockchain, Concentric, MakerDAO",3
CASPIAN,https://www.crunchbase.com/organization/caspian-dc20,"Asset Management, Cryptocurrency, FinTech, SaaS","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-01-01,year,,,2018-09-17,19500000,USD,19500000,Initial Coin Offering,19500000,USD,19500000,,"Galaxy Investment Partners, Kenetic, Kinetic, Octagon Strategy, Techemy Capital",5
POSaBIT,https://www.crunchbase.com/organization/posabit,"Cryptocurrency, E-Commerce, Finance, FinTech, Payments, Point of Sale, Software, Virtual Currency","Kirkland, Washington, United States","Greater Seattle Area, West Coast, Western US",2015-01-01,year,,,2018-05-30,2900000,USD,2900000,Venture - Series Unknown,2900000,USD,2900000,,Digital Currency Group,1
Coinme,https://www.crunchbase.com/organization/coinme,"Bitcoin, Blockchain, Cryptocurrency, Finance, Financial Services, FinTech, Virtual Currency","Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",2014-05-01,day,,,2019-01-19,2500000,USD,2500000,Venture - Series Unknown,2500000,USD,2500000,,,
ZenSports,https://www.crunchbase.com/organization/zensports,"Blockchain, Cryptocurrency, Gambling, Mobile Apps, Sports","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2016-11-01,month,,,2018-09-28,402850,USD,402850,Pre-Seed,402850,USD,402850,Seed,"Acceleprise, Right Side Capital Management",2
Agoric,https://www.crunchbase.com/organization/agoric,"Blockchain, Cryptocurrency, E-Commerce Platforms, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-01-01,year,,,2019-05-13,4000000,USD,4000000,Venture - Series Unknown,4000000,USD,4000000,,"Lemniscap, MetaStable Capital, Outlier Ventures, Rockaway Capital, Xpring",8
MoonX,https://www.crunchbase.com/organization/moonx,"Blockchain, Cryptocurrency, Venture Capital","Geneva, Geneve, Switzerland",,2017-01-01,year,,,2018-07-26,29000000,USD,29000000,Venture - Series Unknown,29000000,USD,29000000,,"Bitmain, DHVC, IDG Capital, NEO Global Capital (NGC), Node Capital",10
ODX Pte. Ltd,https://www.crunchbase.com/organization/odx-pte-ltd,"Blockchain, Cryptocurrency, Emerging Markets, Internet, Marketplace, Mobile, Mobile Advertising, Retail Technology, Telecommunications","Makati, Manila, Philippines","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2018-01-01,year,,,2018-07-26,60000000,USD,60000000,Initial Coin Offering,60000000,USD,60000000,,"BlockTower Capital, Brock Pierce, Kenetic, Pantera Capital, Strong Ventures",13
Set Protocol,https://www.crunchbase.com/organization/set-protocol,"Blockchain, Cryptocurrency, Financial Services, FinTech, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2017-11-01,month,,,2018-12-17,2000000,USD,2000000,Seed,2000000,USD,2000000,Seed,"Haystack, Scott Belsky, Social Capital, Threshold, Vy Capital",12
O(1) Labs,https://www.crunchbase.com/organization/o-1-labs-2abc,Cryptocurrency,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,,,,2019-04-05,15000000,USD,15000000,Series A,15000000,USD,15000000,Early Stage Venture,"Coinbase Ventures, Electric Capital, MetaStable Capital, Paradigm, Polychain",9
Casa,https://www.crunchbase.com/organization/casa-8a1a,"Cryptocurrency, Financial Services, Security","New City, New York, United States","Greater New York Area, East Coast, Northeastern US",2016-01-01,year,,,2018-03-02,2100000,USD,2100000,Seed,2100000,USD,2100000,Seed,"Boost VC, Compound, Fabric Ventures, Lerer Hippeau",4
Snowball Money,https://www.crunchbase.com/organization/snowball-7e41,"Blockchain, Cryptocurrency, Financial Services, FinTech","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-03-01,day,,,2019-04-24,500000,USD,500000,Pre-Seed,500000,USD,500000,Seed,"Brian Henning Kerr, Greg Osuri, Jeff McDonald, Malcolm CasSelle, Richard Blum",5
HIVE Blockchain,https://www.crunchbase.com/organization/hive-blockchain,"Blockchain, Computer, Cryptocurrency","Vancouver, British Columbia, Canada",,2013-01-01,year,2017-09-21,day,2017-12-29,115000000,CAD,91444020,Post-IPO Equity,115000000,CAD,91444020,IPO,"Genesis Mining, SchindlerAM Ventures",2
Datum,https://www.crunchbase.com/organization/datum-a5a1,"Apps, Cryptocurrency, Financial Services, FinTech, Internet of Things, Marketplace","Zug, Zug, Switzerland",,2017-08-01,day,,,2017-10-29,10000000,USD,10000000,Initial Coin Offering,10000000,USD,10000000,,,
SparkSwap,https://www.crunchbase.com/organization/sparkswap,"Blockchain, Cryptocurrency, Finance, Financial Exchanges, Financial Services","Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",2017-01-01,year,,,2019-04-08,3500000,USD,3500000,Series A,3500000,USD,3500000,Early Stage Venture,"Dennis Porto, Foundation Capital, Initialized Capital, Pantera Capital, Y Combinator",5
OB1,https://www.crunchbase.com/organization/ob1,"Bitcoin, Cryptocurrency, E-Commerce, Trading Platform","Centreville, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2015-04-24,day,,,2018-03-13,5000000,USD,5000000,Series A,5000000,USD,5000000,Early Stage Venture,"Andreessen Horowitz, Bitmain, Digital Currency Group, OMERS Ventures, Union Square Ventures",7
Tech Bureau,https://www.crunchbase.com/organization/tech-bureau-inc-,"Cryptocurrency, FinTech, Security","Osaka, Osaka, Japan",Asia-Pacific (APAC),2014-06-16,day,,,2017-11-07,767500,USD,767500,Venture - Series Unknown,767500,USD,767500,,"Hiroshima Venture Capital, Infoteria Corporation, JAFCO Japan, OKWave, Shinsei Bank",9
Cred,https://www.crunchbase.com/organization/libra-credit-network,"B2B, B2C, Big Data, Bitcoin, Financial Services","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2017-01-01,year,,,2018-04-26,16000000,USD,16000000,Initial Coin Offering,16000000,USD,16000000,,"500 Startups, BlockTower Capital, Boost VC, Dekrypt Capital, Zeroth.AI",14
Cryptopay,https://www.crunchbase.com/organization/cryptopay,"Bitcoin, Cryptocurrency, E-Commerce, Financial Services, FinTech, Payments, Trading Platform","London, England, United Kingdom",European Union (EU),2013-10-14,day,,,2018-01-25,,,,Venture - Series Unknown,,,,,"Seedcoin - Bitcoin Startup Incubator, Upscale",2
Monetizr,https://www.crunchbase.com/organization/themonetizr,"Artificial Intelligence, B2B, Blockchain, Cryptocurrency, E-Commerce, FinTech, Gamification, Machine Learning, Mobile, SaaS","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2016-10-10,day,,,2019-04-11,520000,USD,520000,Seed,520000,USD,520000,Seed,"11-11 Ventures, Alfabeat, Ethereum Classic Labs, Right Side Capital Management, Techstars",13
Prime Factor Capital,https://www.crunchbase.com/organization/prime-factor-capital,"Bitcoin, Cryptocurrency","London, England, United Kingdom",European Union (EU),,,,,2019-02-20,500000,EUR,567317,Seed,500000,EUR,567317,Seed,"Entrepreneur First, Speedinvest",2
Colendi,https://www.crunchbase.com/organization/colendi,"Artificial Intelligence, Blockchain, Ethereum, FinTech, Machine Learning","Zug, Zug, Switzerland",,2016-02-01,day,,,2018-08-29,2500000,USD,2500000,Venture - Series Unknown,2500000,USD,2500000,,"Aslanoba Capital, Boğaziçi Ventures, Next Ventures",3
VAKT Holdings Limited,https://www.crunchbase.com/organization/vakt-holdings-limited-vhl,"Blockchain, Cryptocurrency, Trading Platform","London, England, United Kingdom",European Union (EU),2017-12-01,month,,,2018-12-24,5000000,USD,5000000,Corporate Round,5000000,USD,5000000,,"Level39, Reliance Industries",2
FCFL,https://www.crunchbase.com/organization/fcfl,"Blockchain, Cryptocurrency, Sports","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",,,,,2018-01-04,5214285,USD,5214285,Initial Coin Offering,5214285,USD,5214285,,,
Layer1,https://www.crunchbase.com/organization/layer1,"Bitcoin, Blockchain, Cryptocurrency","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-01-01,year,,,2018-12-19,2100000,USD,2100000,Seed,2100000,USD,2100000,Seed,"Charlie Songhurst, Digital Currency Group, Jeffrey Tarrant, Peter Thiel",4
SpankChain,https://www.crunchbase.com/organization/spankchain,"Adult, Blockchain, Cryptocurrency, Ethereum","Venice, California, United States","Greater Los Angeles Area, West Coast, Western US",2017-01-01,year,,,2017-10-01,6000000,USD,6000000,Initial Coin Offering,6000000,USD,6000000,,,
BuyCoins,https://www.crunchbase.com/organization/buycoins,"Bitcoin, Cryptocurrency, Mobile Apps","Lagos, Lagos, Nigeria",,2017-10-01,day,,,2019-03-25,1100000,USD,1100000,Seed,1100000,USD,1100000,Seed,Y Combinator,1
Aave,https://www.crunchbase.com/organization/ethlend,"Blockchain, Ethereum, Financial Services, FinTech, Gaming, Lending, Open Source, Payments, Peer to Peer","Chiasso, Ticino, Switzerland",,2017-05-01,day,,,2017-11-25,16500000,USD,16500000,Initial Coin Offering,16500000,USD,16500000,,,
Golem Factory GmbH,https://www.crunchbase.com/organization/golem-network,"Cryptocurrency, Information Services, Information Technology, Software","Warsaw, Mazowieckie, Poland",European Union (EU),,,,,2017-12-18,8600000,USD,8600000,Initial Coin Offering,8600000,USD,8600000,,"Continue Capital, Dean Patrick, James Sowers, Julian Sarokin",4
LGO Group,https://www.crunchbase.com/organization/lgo-group,"Blockchain, Cryptocurrency, Financial Exchanges, Financial Services, FinTech, Trading Platform","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2017-01-01,year,,,2018-02-01,30000000,USD,30000000,Initial Coin Offering,30000000,USD,30000000,,,
Young Platform,https://www.crunchbase.com/organization/young-platform,"Blockchain, Cryptocurrency, FinTech","Turin, Piemonte, Italy",European Union (EU),2018-06-12,day,,,2019-06-19,518430,EUR,582499,Equity Crowdfunding,518430,EUR,582499,,,
Saga Foundation,https://www.crunchbase.com/organization/saga-foundation,"Cryptocurrency, Software, Virtual Currency","Zug, Zug, Switzerland",,2017-01-01,year,,,2018-03-23,30000000,USD,30000000,Seed,30000000,USD,30000000,Seed,"Lightspeed Venture Partners, lool ventures, Mangrove Capital Partners, SPiCE VC",4
Yellow,https://www.crunchbase.com/organization/yellow,"Bitcoin, Internet, Software",,,2014-02-01,month,,,2018-04-04,9000000,USD,9000000,Seed,9000000,USD,9000000,Seed,"Digital Currency Group, Grishin Robotics",2
Bitkub Capital Group Holdings,https://www.crunchbase.com/organization/bitkub-com,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, Financial Services","Bangkok, Krung Thep, Thailand","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2018-02-01,month,,,2019-05-06,2100000,USD,2100000,Seed,2100000,USD,2100000,Seed,"dtac Accelerate, SeaX Ventures",2
elyps,https://www.crunchbase.com/organization/elyps,"Banking, Blockchain, Cryptocurrency, Customer Service, Financial Services, FinTech, Information Technology, Mobile Payments, Payments","Brussels, Brussels Hoofdstedelijk Gewest, Belgium",European Union (EU),2017-10-01,month,,,2018-11-30,2900000,EUR,3282362,Seed,2900000,EUR,3282362,Seed,,
DOVU,https://www.crunchbase.com/organization/dovu,"Blockchain, Cryptocurrency, Smart Cities, Transportation","Bristol, Bristol, City of, United Kingdom",European Union (EU),2016-09-01,month,,,2017-10-19,6000000,USD,6000000,Initial Coin Offering,6000000,USD,6000000,,"Creative England, InMotion Ventures",2
1World Online,https://www.crunchbase.com/organization/1world-online,"Analytics, Big Data, Blockchain, Cryptocurrency, Enterprise Software, Market Research, Mobile, Software","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2011-12-01,day,,,2017-11-16,10800000,USD,10800000,Initial Coin Offering,10800000,USD,10800000,,"Bennett Coleman and Co Ltd, Brand Capital, DEFTA Partners, Keiretsu Forum Northwest, Nest",9
Verify,https://www.crunchbase.com/organization/verify,"Blockchain, Ethereum, Internet","Dubai, Dubai, United Arab Emirates",Gulf Cooperation Council (GCC),2017-01-01,year,,,2018-11-01,,,,Non-equity Assistance,2500000,USD,2500000,,DIFC FinTech Hive,1
BlockApps,https://www.crunchbase.com/organization/blockapps,"Bitcoin, Blockchain, Developer APIs, Developer Platform, Developer Tools, Enterprise, Ethereum","Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",2015-02-01,month,,,2017-11-13,3121905,USD,3121905,Convertible Note,,,,,"Arab Angel Fund, GINCO Investments, Kenetic, MindWorks Ventures, Social Starts",5
Loopring,https://www.crunchbase.com/organization/loopring,"Blockchain, Cryptocurrency, Ethereum","Shanghai, Shanghai, China",Asia-Pacific (APAC),2017-08-01,day,2018-05-05,day,2018-02-05,,,,Initial Coin Offering,,,,M&A,"G2H2 Capital, NEO, Obsidian Capital",3
Mycelium,https://www.crunchbase.com/organization/mycelium,"Blockchain, Cryptocurrency, Financial Services, FinTech","London, England, United Kingdom",European Union (EU),2012-01-01,year,,,2018-01-03,5000000,USD,5000000,Series A,5000000,USD,5000000,Early Stage Venture,,
SatoshiPay,https://www.crunchbase.com/organization/satoshipay,"Bitcoin, Content, FinTech, Payments","London, England, United Kingdom",European Union (EU),2014-09-01,day,,,2019-03-22,,,,Venture - Series Unknown,,,,,"Aeternity, Axel Springer Plug and Play Accelerator, Coinsilium Group, Digital Finance Group, KR1",9
Tangem,https://www.crunchbase.com/organization/tangem,"Blockchain, Cryptocurrency, Electronics, FinTech, Security, Semiconductor","Zug, Zug, Switzerland",,2017-01-01,year,,,2019-01-21,15000000,USD,15000000,Venture - Series Unknown,15000000,USD,15000000,,SBI Crypto Investment,1
BitClave,https://www.crunchbase.com/organization/bitclave,"Blockchain, Cryptocurrency, FinTech, Information Technology, Internet, Search Engine","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2016-01-01,year,,,2017-11-30,25500000,USD,25500000,Initial Coin Offering,25500000,USD,25500000,,Alexis Berthoud,1
UHIVE Social Network,https://www.crunchbase.com/organization/uhive-social-network,"Cryptocurrency, E-Commerce, Financial Services, FinTech, Information Technology, Internet, Social Media, Social Network","London, England, United Kingdom",European Union (EU),2018-01-05,day,,,2018-09-30,,,,Pre-Seed,,,,Seed,Christoph Lymbersky,1
Lendingblock,https://www.crunchbase.com/organization/lendingblock,"Blockchain, Cryptocurrency, Lending","London, England, United Kingdom",European Union (EU),2017-10-01,month,,,2018-04-18,10000000,USD,10000000,Initial Coin Offering,10000000,USD,10000000,,,
Synthetic Minds,https://www.crunchbase.com/organization/synthetic-minds,"Ethereum, FinTech, Intelligent Systems, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-01-01,year,,,2018-10-22,5500000,USD,5500000,Seed,5500000,USD,5500000,Seed,"Khosla Ventures, Pantera Capital, Y Combinator",3
Pillar Project,https://www.crunchbase.com/organization/pillar-project,"Blockchain, Cryptocurrency, Open Source","London, England, United Kingdom",European Union (EU),2017-07-17,day,,,2017-07-17,21000000,USD,21000000,Initial Coin Offering,21000000,USD,21000000,,,
imToken,https://www.crunchbase.com/organization/imtoken,"Asset Management, Ethereum, Information Technology, Software","Hangzhou, Zhejiang, China",Asia-Pacific (APAC),2016-05-01,month,,,2018-05-31,10000000,USD,10000000,Series A,10000000,USD,10000000,Early Stage Venture,IDG Capital,1
Digix,https://www.crunchbase.com/organization/digix-global,"Bitcoin, Blockchain, Ethereum","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2014-01-01,year,,,2019-03-27,,,,Venture - Series Unknown,,,,,"Chain Capital, Fenbushi Capital, Global Brain Corporation, Tribe Accelerator",4
SMART VALOR,https://www.crunchbase.com/organization/smart-valor,"Blockchain, Cryptocurrency, Finance, Financial Services","Zug, Zug, Switzerland",,2017-01-01,year,,,2017-11-20,1500000,CHF,1510122,Seed,1500000,CHF,1510122,Seed,"Denis Shulakov, Marius Messerli, Markus Rinderer",3
Coinhouse,https://www.crunchbase.com/organization/coinhouse,"Blockchain, Cryptocurrency","Paris, Ile-de-France, France",European Union (EU),2014-05-10,day,,,2019-01-17,2800000,USD,2800000,Series A,2800000,USD,2800000,Early Stage Venture,"ConsenSys Ventures, Digital Currency Group, Eric Larchevêque, Thomas France, XAnge",6
SyncFab,https://www.crunchbase.com/organization/syncfab,"B2B, Bitcoin, Blockchain, Clean Energy, Cryptocurrency, E-Commerce Platforms, Ethereum, Industrial Automation, Manufacturing, Supply Chain Management","San Leandro, California, United States","San Francisco Bay Area, West Coast, Western US",2013-05-31,day,,,2017-10-01,295000,USD,295000,Seed,295000,USD,295000,Seed,,
Nauticus Blockchain,https://www.crunchbase.com/organization/nauticus-blockchain,"Banking, Cryptocurrency, E-Commerce, Financial Services, Payments","Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",2017-01-01,year,,,2019-04-14,,,,Venture - Series Unknown,,,,,James Sowers,1
Unchained Capital,https://www.crunchbase.com/organization/unchained-capital,"Bitcoin, Cryptocurrency, Ethereum, Financial Services, FinTech","Austin, Texas, United States",Southern US,2017-01-01,year,,,2018-06-06,3000000,USD,3000000,Seed,3000000,USD,3000000,Seed,"Brian Spaly, Ecliptic Capital, Ezra Galston, Michael Komaransky, Starting Line",5
Adhara,https://www.crunchbase.com/organization/adhara,"Ethereum, Financial Services, Information Services, Information Technology, Payments","London, England, United Kingdom",European Union (EU),2018-04-27,day,,,2018-10-15,15000000,USD,15000000,Venture - Series Unknown,15000000,USD,15000000,,ConsenSys Ventures,1
Sorare,https://www.crunchbase.com/organization/sorare,"Blockchain, Cryptocurrency, Fantasy Sports, Gaming, Soccer","Paris, Ile-de-France, France",European Union (EU),2018-10-01,month,,,2019-05-21,550000,EUR,614044,Pre-Seed,550000,EUR,614044,Seed,"Chris Hitchen, ConsenSys Ventures, Kima Ventures, Seedcamp, Thomas France",5
OpenNode,https://www.crunchbase.com/organization/opennode,"Bitcoin, E-Commerce, Mobile Payments, Point of Sale, Transaction Processing","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",2018-05-01,month,,,2018-12-18,1250000,USD,1250000,Seed,1250000,USD,1250000,Seed,Draper Associates,1
Maicoin,https://www.crunchbase.com/organization/maicoin,"Bitcoin, Finance, FinTech","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,,,2017-09-19,4695045,USD,4695045,Seed,4695045,USD,4695045,Seed,"Amasia, Charlie Lee, Infinity Ventures, TSVC, ZhenFund",7
Commonwealth Labs,https://www.crunchbase.com/organization/commonwealth-labs,"Cryptocurrency, FinTech, Information Technology","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-01-01,year,,,2019-03-20,2000000,USD,2000000,Seed,2000000,USD,2000000,Seed,"1confirmation, Canaan Partners, Ryan Zurrer",3
Stronghold,https://www.crunchbase.com/organization/stronghold,"Bitcoin, Financial Services, Internet","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,,,,2018-07-12,3300000,USD,3300000,Seed,3300000,USD,3300000,Seed,"Array Ventures, Hack VC, Matt Mickiewicz, Precursor Ventures, Vinny Lingham",12
Tykn,https://www.crunchbase.com/organization/tykn,"Cryptocurrency, FinTech, Venture Capital","Amsterdam, Noord-Holland, The Netherlands",European Union (EU),2016-11-01,month,,,2019-05-20,1200000,EUR,1340105,Venture - Series Unknown,1200000,EUR,1340105,,"Chivas Venture, Johan Mastenbroek, Rockstart Accelerator",3
MakerDAO,https://www.crunchbase.com/organization/makerdao,"Big Data, Bitcoin, Blockchain, Cryptocurrency, Financial Services, Security","Santa Cruz, California, United States","San Francisco Bay Area, West Coast, Western US",2014-01-01,year,,,2019-04-26,,,,Private Equity,,,,Private Equity,"1confirmation, Andreessen Horowitz, Fenbushi Capital, Parafi Capital, Polychain",9
Eversend,https://www.crunchbase.com/organization/eversend,"Blockchain, Cryptocurrency, FinTech, InsurTech, Mobile Payments","Paris, Ile-de-France, France",European Union (EU),2017-08-22,day,,,2019-02-18,125000,USD,125000,Convertible Note,20000,USD,20000,Seed,"London School of Economics and Political Science (LSE), Techstars, Wilco",3
Mars Finance,https://www.crunchbase.com/organization/mars-finance,"Bitcoin, Blockchain, Communities, Cryptocurrency, Finance, Financial Exchanges, News, Publishing","Beijing, Beijing, China",Asia-Pacific (APAC),2018-02-01,month,,,2019-05-07,,,,Series B,,,,Early Stage Venture,"Ceyuan Ventures, Funcity Capital, FutureCap, IDG Capital, OK Blockchain Capital",8
Aztec Protocol,https://www.crunchbase.com/organization/aztec-protocol,"Blockchain, Cryptocurrency","London, England, United Kingdom",European Union (EU),,,,,2018-11-29,2100000,USD,2100000,Seed,2100000,USD,2100000,Seed,"Charlie Songhurst, ConsenSys, Entrepreneur First, Jeffrey Tarrant, Samos Investments",5
CUDDLY Inc.,https://www.crunchbase.com/organization/poundwishes-inc-,"Blockchain, Crowdfunding, Cryptocurrency, E-Commerce, Information Technology, Pet","Seal Beach, California, United States","Greater Los Angeles Area, West Coast, Western US",2014-01-01,day,,,2018-10-15,375000,USD,375000,Convertible Note,25000,USD,25000,,"Dave Niemann, Frank Suryan, Greg Kidd, John Hussey",4
Atlas Holdings,https://www.crunchbase.com/organization/atlascard,"Blockchain, Cryptocurrency, Finance, FinTech, Sharing Economy","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-01-01,year,,,2018-04-27,2000000,USD,2000000,Venture - Series Unknown,2000000,USD,2000000,,"Draper Associates, Partech, Techstars, Third Prime, Tim Draper",13
COBINHOOD,https://www.crunchbase.com/organization/cobinhood,"Computer, Cryptocurrency, Finance, Software","Taipei, T'ai-pei, Taiwan",Asia-Pacific (APAC),,,,,2017-09-20,12764974,USD,12764974,Seed,12764974,USD,12764974,Seed,Infinity Ventures,1
Modern Tech,https://www.crunchbase.com/organization/modern-tech,"Blockchain, Cryptocurrency, Finance","Ho Chi Minh City, NA - Vietnam, Vietnam","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,2018-04-13,660000000,USD,660000000,Initial Coin Offering,660000000,USD,660000000,,,
BitBounce,https://www.crunchbase.com/organization/turing-technology-inc-,"Cryptocurrency, Email, Software","Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-07-31,day,,,2017-08-29,12500000,USD,12500000,Initial Coin Offering,12500000,USD,12500000,,"James Sowers, Reid Dennis, Stewart Dennis, Tim Draper",4
Synchrolife,https://www.crunchbase.com/organization/synchrolife,"Android, Artificial Intelligence, Blockchain, Cryptocurrency, Food and Beverage, iOS, Mobile Apps, Mobile Payments, Payments, Search Engine","Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),2015-12-01,month,,,2018-08-13,80000000,JPY,723136,Seed,80000000,JPY,723136,Seed,"Ceres inc., Fujio Komur",2
Cygnus,https://www.crunchbase.com/organization/cygnus,"Apps, Blockchain, Charity, Cryptocurrency, Digital Entertainment, E-Commerce, Internet, Software, Video Games, Virtual Currency","Sondrio, Lombardia, Italy",European Union (EU),2018-05-29,day,,,2019-05-15,,,,Undisclosed,,,,,,
Teambrella,https://www.crunchbase.com/organization/teambrella-inc,"Ethereum, InsurTech","St. Petersburg, Florida, United States","Tampa Bay Area, East Coast, Southern US",2015-01-01,year,,,2018-05-14,485000,USD,485000,Seed,485000,USD,485000,Seed,Shanda Group,1
LALA WORLD,https://www.crunchbase.com/organization/lala-world,"Banking, Blockchain, Cryptocurrency, Financial Services, FinTech","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2017-10-01,month,,,2017-10-31,2000000,USD,2000000,Series A,2000000,USD,2000000,Early Stage Venture,,
