Organization Name,Organization Name URL,Categories,Headquarters Location,Headquarters Regions,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Funding Status,Top 5 Investors,Number of Investors
Hub,https://www.crunchbase.com/organization/hub-4,"Blockchain, Business Development, Business Information Systems, Communities, Computer, Local Business","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2016-06-01,day,,,2018-06-02,20000000,USD,20000000,Initial Coin Offering,20000000,USD,20000000,,"Data Collective DCVC, Legend Capital, Sway Ventures, Ulu Ventures, UP2398",14
TaTaTu Enterprises,https://www.crunchbase.com/organization/tatatu-enterprises,"Blockchain, Video, Video Streaming","London, England, United Kingdom",European Union (EU),,,,,2018-06-24,575000000,USD,575000000,Initial Coin Offering,575000000,USD,575000000,,,
IXX.com,https://www.crunchbase.com/organization/ixx-com,Blockchain,"Beijing, Beijing, China",Asia-Pacific (APAC),2018-01-01,year,,,2019-06-19,5000000,USD,5000000,Venture - Series Unknown,5000000,USD,5000000,,Mayflower,1
"CoinAlpha, Inc.",https://www.crunchbase.com/organization/coinalpha-inc,"Blockchain, Machine Learning, Management Information Systems","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2017-08-01,day,,,2018-09-24,3450000,USD,3450000,Seed,3450000,USD,3450000,Seed,"Alpha Startups, Bain Capital Ventures, Ironfire Ventures, SharesPost Investment Management, StartX (Stanford-StartX Fund)",5
Codex Protocol,https://www.crunchbase.com/organization/codex-protocol,"Art, Blockchain, Information Services, Information Technology, Software","London, England, United Kingdom",European Union (EU),2017-01-01,year,,,2018-07-20,,,,Initial Coin Offering,,,,,"Ausum Ventures, FJ Labs, J Capital, Pantera Capital, Visary Capital",5
Jointer,https://www.crunchbase.com/organization/jointer-2,"Blockchain, Commercial Real Estate, Real Estate","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2016-03-01,month,,,2019-02-12,1500000,USD,1500000,Seed,1500000,USD,1500000,Seed,,
SMBX,https://www.crunchbase.com/organization/smbx,"Blockchain, Financial Services, Marketplace","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2016-01-01,day,,,2018-10-12,50000,USD,50000,Seed,50000,USD,50000,Seed,"Berkeley SkyDeck Fund, Hard Yaka, Ironfire Ventures",3
Moovaz,https://www.crunchbase.com/organization/moovaz,"Blockchain, Human Resources, Information Technology, Internet, Logistics, Machine Learning","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2017-01-01,year,,,2019-02-18,,,,Seed,,,,Seed,"Goldbell Group, Hustle Fund, Mojo Partners",3
Donut,https://www.crunchbase.com/organization/donutapp,"Blockchain, FinTech","Berlin, Berlin, Germany",European Union (EU),2018-01-01,year,,,2019-03-17,1800000,USD,1800000,Seed,1800000,USD,1800000,Seed,"Entrepreneur First, Heiko Hubertz, Kelly Ford, Redalpine, Tiny VC",8
FUSION Foundation,https://www.crunchbase.com/organization/fusion-foundation,"Blockchain, Information Services, Information Technology, Internet","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,2018-02-14,110000000,USD,110000000,Initial Coin Offering,110000000,USD,110000000,,BlockWater Management,1
Solvent,https://www.crunchbase.com/organization/solvent-f083,"Blockchain, Financial Services, FinTech, Fraud Detection, Payments, Software","Annapolis, Maryland, United States","Greater Baltimore-Maryland Area, East Coast, Southern US",2019-01-08,day,,,2019-03-01,850000,USD,850000,Seed,850000,USD,850000,Seed,,
Ultrain,https://www.crunchbase.com/organization/ultrain,"Blockchain, Information Technology, Software","Hangzhou, Zhejiang, China",Asia-Pacific (APAC),2017-01-01,year,,,2018-07-30,20000000,USD,20000000,Series A,20000000,USD,20000000,Early Stage Venture,"8 Decimal Capital, Ceyuan Ventures, DHVC, Draper Dragon, Morningside Venture Capital",17
Globacap,https://www.crunchbase.com/organization/globacap,"Blockchain, Financial Services, FinTech","London, England, United Kingdom",European Union (EU),2017-11-03,day,,,2018-06-06,800000,USD,800000,Seed,800000,USD,800000,Seed,"Christian Schulte, Stephen Russell, Stoic Capital",3
SwissBorg,https://www.crunchbase.com/organization/swissborg,"Blockchain, Communities, Financial Services, Wealth Management","Lausanne, Vaud, Switzerland",,2017-01-01,year,,,2017-12-12,11000000,CHF,11093182,Initial Coin Offering,11000000,CHF,11093182,,,
Nextmarkets,https://www.crunchbase.com/organization/nextmarkets-gmbh,"Blockchain, Financial Services, Stock Exchanges, Trading Platform","Cologne, Nordrhein-Westfalen, Germany",European Union (EU),2014-01-01,year,,,2018-06-14,6000000,EUR,6938341,Series A,6000000,EUR,6938341,Early Stage Venture,"Axel Springer, Cryptology Asset Group, EXTOREL, FinLab, Founders Fund",6
CDRX,https://www.crunchbase.com/organization/cdrx,"Banking, Blockchain, Financial Exchanges, Financial Services, FinTech, Stock Exchanges, Trading Platform","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2018-01-01,year,,,2019-01-16,15000000,USD,15000000,Series A,15000000,USD,15000000,Early Stage Venture,,
CEDEX,https://www.crunchbase.com/organization/cedex,"Blockchain, Financial Exchanges, Financial Services, FinTech, Trading Platform","London, England, United Kingdom",European Union (EU),2017-01-01,month,,,2019-02-01,,,,Series A,,,,Early Stage Venture,,
Cynny,https://www.crunchbase.com/organization/cynny-s-p-a,"Artificial Intelligence, Blockchain, Digital Marketing, Digital Media, Facial Recognition, Human Computer Interaction, Information Technology, Video Advertising","Firenze, Toscana, Italy",European Union (EU),2013-01-01,year,,,2017-12-29,2102614,EUR,2522925,Undisclosed,2102614,EUR,2522925,,EASME - EU Executive Agency for SMEs,1
CyberMiles,https://www.crunchbase.com/organization/cybermiles,"Blockchain, E-Commerce Platforms, Information Technology, Internet","Central, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),2017-01-01,year,,,2017-11-22,30000000,USD,30000000,Initial Coin Offering,30000000,USD,30000000,,,
FintruX Network,https://www.crunchbase.com/organization/fintrux,"B2B, Blockchain, Financial Services, FinTech","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2017-01-01,year,,,2018-03-26,25000000,USD,25000000,Initial Coin Offering,25000000,USD,25000000,,,
Seafood Souq,https://www.crunchbase.com/organization/seafood-souq,"Blockchain, E-Commerce, E-Commerce Platforms, Logistics, Seafood, Supply Chain Management","Dubai, Dubai, United Arab Emirates",Gulf Cooperation Council (GCC),2018-08-28,day,,,2018-09-15,2500000,AED,680639,Angel,2500000,AED,680639,Seed,,
AIAR EdTech AB,https://www.crunchbase.com/organization/aiar-edtech-ab,"Artificial Intelligence, Augmented Reality, Blockchain, Digital Marketing, E-Learning, EdTech, Education, Sales, Training","Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",2017-01-01,year,,,2018-03-09,4643380,SEK,562926,Series A,4643380,SEK,562926,Early Stage Venture,Milky Way Cap,1
ABE Global,https://www.crunchbase.com/organization/abe-global,"Blockchain, Marketplace, Stock Exchanges, Trading Platform","Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",2018-03-01,month,,,2018-08-15,3000000,USD,3000000,Seed,3000000,USD,3000000,Seed,"Distributed Global, Galaxy Digital LP, gumi Cryptos Capital",3
Plair,https://www.crunchbase.com/organization/plair-7ccd,"Blockchain, eSports, Gaming, Video Games","Grand Cayman, Midland, Cayman Islands",,2017-01-01,year,,,2018-11-16,22000000,USD,22000000,Initial Coin Offering,22000000,USD,22000000,,"Alphabit Fund, Draper Dragon, Fenbushi Capital, IDG Capital, Vechain",10
Fractal Labs,https://www.crunchbase.com/organization/fractal-labs,"Analytics, Artificial Intelligence, Blockchain, Credit, FinTech, Machine Learning, Software","London, England, United Kingdom",European Union (EU),2014-01-01,year,,,2019-04-29,,,,Venture - Series Unknown,,,,,"ACE & Company, Deloitte, Lifeline Ventures, Seedcamp",4
DrumG Technologies,https://www.crunchbase.com/organization/drumg-financial-technologies,"Analytics, Blockchain, Financial Services, FinTech, Information Technology","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2017-01-01,year,,,2018-08-24,6500000,USD,6500000,Series A,6500000,USD,6500000,Early Stage Venture,ConsenSys,1
Second State,https://www.crunchbase.com/organization/second-state,"Blockchain, Information Technology, Open Source, Software","Austin, Texas, United States",Southern US,,,,,2019-07-17,3000000,USD,3000000,Series A,3000000,USD,3000000,Early Stage Venture,"Ethereum Classic Labs, Marc Fleury, SIG China (SIG Asia Investments)",3
Boardwalktech,https://www.crunchbase.com/organization/boardwalktech,"Blockchain, Data Visualization, Enterprise Applications, Enterprise Software","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2004-01-01,year,2018-06-13,day,2019-02-25,,,,Post-IPO Equity,,,,IPO,"Farzad (Zod) Nazem, Flow Capital Corp., Morado Ventures, Plug and Play, Signatures Capital",6
ælf,https://www.crunchbase.com/organization/ælf,"Blockchain, Cloud Computing, Internet","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,2017-12-06,,,,Seed,,,,Seed,"8 Decimal Capital, Chain Capital, Hashed, JLAB | JD capital, Node Capital",5
EnergyFunders,https://www.crunchbase.com/organization/energyfunders,"Blockchain, Crowdfunding, Finance, FinTech, Oil and Gas","Houston, Texas, United States","Greater Houston Area, Southern US",2013-04-01,day,,,2019-02-01,290000,USD,290000,Seed,290000,USD,290000,Seed,"EnergyFunders, SeedInvest",2
AlphaSwap,https://www.crunchbase.com/organization/alphaswap,"Asset Management, Blockchain, Crowdsourcing, Financial Services, FinTech, Internet, Marketplace","London, England, United Kingdom",European Union (EU),2017-09-01,day,,,2018-12-12,750000,USD,750000,Seed,750000,USD,750000,Seed,Obotritia Capital,1
Pexapark,https://www.crunchbase.com/organization/pexapark,"Blockchain, CleanTech, FinTech, Marketplace, Renewable Energy, SaaS","Schlieren, Zurich, Switzerland",,2017-07-01,day,,,2018-12-12,3500000,EUR,3979850,Series A,3500000,EUR,3979850,Early Stage Venture,,
Monetha,https://www.crunchbase.com/organization/monetha,"Blockchain, Financial Services, Information Technology, Payments","Zug, Zug, Switzerland",,2017-01-01,day,,,2017-08-31,37000000,USD,37000000,Initial Coin Offering,37000000,USD,37000000,,,
Spring Labs,https://www.crunchbase.com/organization/spring-labs,"Blockchain, Credit, Financial Services","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",2017-01-01,year,,,2019-06-12,23000000,USD,23000000,Series A,23000000,USD,23000000,Early Stage Venture,"500 Startups, Galaxy Digital LP, General Motors Ventures, Jump Capital, Multicoin Capital",11
Merkle Science,https://www.crunchbase.com/organization/merkle-science,"Blockchain, Information Services, Information Technology","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,2019-05-14,1100000,SGD,803425,Seed,1100000,SGD,803425,Seed,"Digital Currency Group, Entrepreneur First, Kenetic, LuneX Ventures, SGInnovate",6
AdHive,https://www.crunchbase.com/organization/adhive,"Advertising Platforms, Artificial Intelligence, Blockchain, Brand Marketing, Digital Marketing, Marketing, Marketing Automation, Social Media Advertising","Tallinn, Harjumaa, Estonia",European Union (EU),2017-11-02,day,,,2018-03-24,17500000,USD,17500000,Initial Coin Offering,17500000,USD,17500000,,,
Conjoule,https://www.crunchbase.com/organization/conjoule,"Blockchain, Energy, Information Technology","Essen, Nordrhein-Westfalen, Germany",European Union (EU),2017-01-01,year,,,2017-07-10,4500000,EUR,5128427,Series A,4500000,EUR,5128427,Early Stage Venture,"Innogy Innovation Hub, Tokyo Electric Power",2
Horizen Labs,https://www.crunchbase.com/organization/horizen-labs,"Blockchain, Information Technology","Austin, Texas, United States",Southern US,2019-04-01,month,,,2019-04-11,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,"Digital Currency Group, Liberty City Ventures",2
KZen Networks,https://www.crunchbase.com/organization/kzen-networks,"Blockchain, Information Services, Information Technology, Network Security","Sarona, Tel Aviv, Israel",,2018-01-01,year,,,2018-10-02,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,"Benson Oak Ventures, Elron Electronic Industries, FJ Labs, Pierre Kosciusko-Morizet, Samsung NEXT",8
Morpher,https://www.crunchbase.com/organization/morpher,"Blockchain, FinTech, Software","Vienna, Wien, Austria",European Union (EU),2018-04-04,day,,,2019-01-07,1250000,USD,1250000,Seed,1250000,USD,1250000,Seed,Draper Associates,1
MedBlox,https://www.crunchbase.com/organization/medblox,"Artificial Intelligence, Big Data, Blockchain, Data Integration, Data Mining, Electronic Health Record (EHR), Health Care, Machine Learning, Medical","Coralville, Iowa, United States",Midwestern US,2018-02-18,day,,,2019-05-09,250000,USD,250000,Seed,250000,USD,250000,Seed,,
Everex One,https://www.crunchbase.com/organization/everex-one,"Blockchain, Financial Services, Information Technology","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2016-01-01,year,,,2017-09-01,26000000,USD,26000000,Initial Coin Offering,26000000,USD,26000000,,Holley Group,1
Unblockable,https://www.crunchbase.com/organization/unlockable,"Blockchain, Casual Games, Collectibles, Marketplace, Sports","Manhattan Beach, California, United States","Greater Los Angeles Area, West Coast, Western US",2018-03-01,month,,,2018-06-28,5000000,USD,5000000,Venture - Series Unknown,5000000,USD,5000000,,"Lightspeed Venture Partners, Shasta Ventures",2
Lyfegen,https://www.crunchbase.com/organization/lyfegen,"Blockchain, Electronic Health Record (EHR), Health Care, Health Insurance, Payments, SaaS","Basel, Basel-Stadt, Switzerland",,2018-10-24,day,,,2019-04-18,750000,CHF,738843,Seed,750000,CHF,738843,Seed,,
RE-Sure Inc,https://www.crunchbase.com/organization/re-sure-2,"Apps, Blockchain, Insurance","Detroit, Michigan, United States","Greater Detroit Area, Great Lakes, Midwestern US",2016-10-21,day,,,2018-05-24,3000000,USD,3000000,Venture - Series Unknown,3000000,USD,3000000,,"Global Insurance Accelerator, Reflective Venture Partners",2
Nayuta,https://www.crunchbase.com/organization/nayuta,"Blockchain, Electrical Distribution, Electronics, Manufacturing","Fukuoka, Fukuoka, Japan",Asia-Pacific (APAC),,,,,2017-08-17,140000000,JPY,1280427,Seed,140000000,JPY,1280427,Seed,JAFCO Japan,1
EcoSteer,https://www.crunchbase.com/organization/ecosteer,"Blockchain, Internet of Things, Privacy, Security, Software","Bozen, Trentino-Alto Adige, Italy",European Union (EU),2017-01-01,year,,,2018-12-01,450000,EUR,509445,Seed,450000,EUR,509445,Seed,,
Invacio Group,https://www.crunchbase.com/organization/invacio,"Artificial Intelligence, Big Data, Blockchain, Finance, FinTech, Machine Learning, National Security",,,2014-03-17,day,2018-05-11,day,2018-04-30,22000000,USD,22000000,Initial Coin Offering,22000000,USD,22000000,M&A,,
Qulian Technology,https://www.crunchbase.com/organization/qulian-technology,"Blockchain, Computer, Enterprise Software, Software","Hangzhou, Zhejiang, China",Asia-Pacific (APAC),2016-01-01,year,,,2018-06-04,1500000000,CNY,234089703,Series B,1500000000,CNY,234089703,Early Stage Venture,"China SDIC Gaoxin, Fosun Group, Insigma Technology, Sunyard, Xinhu Zhongbao Co Ltd",5
Standard Tokenization Protocol,https://www.crunchbase.com/organization/standard-tokenization-protocol,"Asset Management, Blockchain","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,2019-05-29,7000000,USD,7000000,Initial Coin Offering,7000000,USD,7000000,,"Alphabit Fund, BlockVC, NEO Global Capital (NGC)",3
Robot Cache,https://www.crunchbase.com/organization/robot-cache-s-l,"Blockchain, Computer, Digital Media, PC Games","Santa Cruz De Tenerife, Canarias, Spain",European Union (EU),2018-01-16,day,,,2018-09-05,3000000,USD,3000000,Venture - Series Unknown,3000000,USD,3000000,,Millennium Blockchain,1
Incuto,https://www.crunchbase.com/organization/incuto,"Banking, Blockchain, FinTech, Payments","Ilkley, Bradford, United Kingdom",European Union (EU),2016-11-01,day,,,2019-06-04,100000,GBP,127032,Seed,100000,GBP,127032,Seed,"Fair by Design Fund, North East Innovation Fund",2
Mavatar,https://www.crunchbase.com/organization/mavatar,"Affiliate Marketing, Big Data, Blockchain, E-Commerce, Marketplace, PaaS, Retail Technology","Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2011-01-11,day,,,2017-12-22,1600000,USD,1600000,Initial Coin Offering,1600000,USD,1600000,,"Chris Kelly, Collinstar Capital, Jillian Manus, Mike Walsh, Pepper Hamilton",12
Leondrino,https://www.crunchbase.com/organization/leondrino-exchange-inc-,"Blockchain, Finance, Financial Services, FinTech, Loyalty Programs, Payments, Virtual Currency","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-11-07,day,,,2019-04-15,70000,USD,70000,Convertible Note,500000,USD,500000,Seed,"PI Beteiligungs- und Verwaltungsgesellschaft mbH, Saxonia Systems Holding GmbH",2
Aikon,https://www.crunchbase.com/organization/aikon,"Blockchain, Computer, Marketplace, Software","San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2017-01-01,year,,,2019-04-29,,,,Venture - Series Unknown,,,,,"Mighty Capital, OVO Fund",2
Path Network,https://www.crunchbase.com/organization/path-network,"Blockchain, Content Delivery Network, Information Services, Infrastructure, Internet, Network Security","Tempe, Arizona, United States","Greater Phoenix Area, Western US",2018-01-01,month,,,2019-04-12,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,Bitmain,1
Finhaven,https://www.crunchbase.com/organization/finhaven,"Blockchain, Financial Services, FinTech, Information Technology","Vancouver, British Columbia, Canada",,2018-01-01,day,,,2018-09-12,6600000,CAD,5075978,Series A,6600000,CAD,5075978,Early Stage Venture,"Dunamu & Partners, Lanebury Growth Capital, Medici Investment, Medici Leading Enterprise Fund, TheVentures",6
Nuco,https://www.crunchbase.com/organization/nuco,"Blockchain, Enterprise Software, Information Technology, Software, Software Engineering","Toronto, Ontario, Canada",Great Lakes,2016-01-01,year,,,2017-10-10,27000000,CAD,21579163,Series A,27000000,CAD,21579163,Early Stage Venture,"Bessemer Venture Partners, Plug and Play, XDL Capital Group",3
TRM Labs,https://www.crunchbase.com/organization/trm-labs,Blockchain,"California, Usulutan, El Salvador",,2017-01-01,year,,,2019-01-31,1700000,USD,1700000,Seed,1700000,USD,1700000,Seed,"Alumni Ventures Group, Blockchain Capital, Green D Ventures, Tapas Capital, The MBA Fund",5
cmorq,https://www.crunchbase.com/organization/cmorq,"Analytics, B2B, Big Data, Blockchain, Financial Services","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2018-10-02,day,,,2019-02-15,300000,USD,300000,Pre-Seed,300000,USD,300000,Seed,,
Curisium,https://www.crunchbase.com/organization/curisium,"Blockchain, Health Care, Software","Manhattan Beach, California, United States","Greater Los Angeles Area, West Coast, Western US",2017-09-01,month,,,2017-12-14,3500000,USD,3500000,Seed,3500000,USD,3500000,Seed,"Flare Capital Partners, Green Bay Ventures, New Enterprise Associates, Sanofi-Genzyme BioVentures, Shuttle Fund",5
Utop,https://www.crunchbase.com/organization/utop,Blockchain,"Ho Chi Minh City, NA - Vietnam, Vietnam","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,2019-04-19,3000000,USD,3000000,Venture - Series Unknown,3000000,USD,3000000,,"FPT Corporation, SBI Group",2
effect.ai,https://www.crunchbase.com/organization/effect-ai,"Artificial Intelligence, Blockchain, Information Technology","Amsterdam, Noord-Holland, The Netherlands",European Union (EU),2015-01-01,year,,,2018-03-29,11037191,EUR,13578419,Initial Coin Offering,11037191,EUR,13578419,,,
Halos Insurance,https://www.crunchbase.com/organization/halos-insurance,"Artificial Intelligence, Blockchain, Consumer, Impact Investing, Insurance, InsurTech","Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",2018-07-16,day,,,2018-12-20,150000,USD,150000,Convertible Note,120000,USD,120000,Seed,"Plug and Play, Techstars",2
20|30,https://www.crunchbase.com/organization/twenty-thirty-20-30,"Blockchain, Enterprise, Financial Services","London, England, United Kingdom",European Union (EU),2016-06-01,month,,,2019-04-15,3900000,USD,3900000,Initial Coin Offering,3900000,USD,3900000,,,
"MOIN, Inc.",https://www.crunchbase.com/organization/moin-inc,"Blockchain, Finance, Financial Services, FinTech, Mobile Payments, Transaction Processing","Seoul, Seoul-t'ukpyolsi, South Korea",Asia-Pacific (APAC),2016-03-21,day,,,2018-01-02,2300000,USD,2300000,Series A,2300000,USD,2300000,Early Stage Venture,"BA Partners, Bokwang Investment, Capstone Partners Co., Ltd., D.CAMP, Strong Ventures",7
LOCALLY,https://www.crunchbase.com/organization/digital2go-media-networks,"Big Data, Blockchain, Internet of Things, Location Based Services, Mobile, Mobile Advertising","Irvine, California, United States","Greater Los Angeles Area, West Coast, Western US",2015-01-01,year,,,2018-04-17,2500000,USD,2500000,Series A,2500000,USD,2500000,Early Stage Venture,"ENOTEC Ventures, NEM, xSquared Ventures",3
EnergiMine,https://www.crunchbase.com/organization/energi-mine,"Artificial Intelligence, Blockchain, Energy, SaaS","Manchester, Manchester, United Kingdom",European Union (EU),2016-11-22,day,,,2018-02-02,3000000,USD,3000000,Initial Coin Offering,3000000,USD,3000000,,,
NewBanking ApS,https://www.crunchbase.com/organization/newbanking,"Blockchain, Financial Services, FinTech, Identity Management","Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",2015-10-01,day,,,2018-03-26,20000,USD,20000,Seed,20000,USD,20000,Seed,"Innovation Fund Denmark, Kcbl Management ApS, PreSeed Ventures, Queen City Fintech, Seed Capital",5
iomob,https://www.crunchbase.com/organization/iomob,"Blockchain, Information Services, Information Technology, Public Transportation, Transportation","Barcelona, Catalonia, Spain",European Union (EU),2017-01-01,year,,,2018-08-30,450000,USD,450000,Seed,450000,USD,450000,Seed,"Blockasset Ventures, Centrality",2
GUTS Tickets,https://www.crunchbase.com/organization/guts-tickets,"Analytics, Blockchain, Ticketing","Amsterdam, Noord-Holland, The Netherlands",European Union (EU),2016-01-01,year,,,2018-01-15,6250000,EUR,7666745,Initial Coin Offering,6250000,EUR,7666745,,,
Rate,https://www.crunchbase.com/organization/rate-2deb,Blockchain,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2016-01-01,year,,,2018-08-07,15000000,USD,15000000,Initial Coin Offering,15000000,USD,15000000,,"Bo Shen, Kenetic, Matrix Partners China, Node Capital, Signum Capital",5
Boxspring Media,https://www.crunchbase.com/organization/boxspring-entertainment-llc,"Artificial Intelligence, Blockchain, Broadcasting, E-Learning, EdTech, Information and Communications Technology (ICT), Media and Entertainment, Unified Communications","Danville, California, United States","San Francisco Bay Area, West Coast, Western US",2016-03-01,month,,,2019-03-01,,,,Series A,,,,Early Stage Venture,"Anand Swaminathan, Clare Stewart Munn, Kenneth Goldman, Paul Daugherty, Todd Ruppert",9
Star chain technology,https://www.crunchbase.com/organization/star-chain-technology,Blockchain,"Nanjing, Jiangsu, China",Asia-Pacific (APAC),2019-01-01,year,,,2019-06-21,50000000,CNY,7278062,Seed,50000000,CNY,7278062,Seed,Jolmo Capital,1
UCH Growth Value Ecology,https://www.crunchbase.com/organization/uch-growth-value-ecology,"Blockchain, Financial Services",,,,,,,2019-06-03,1500000,USD,1500000,Angel,1500000,USD,1500000,Seed,"Goldman Sachs, Sequoia Capital, Sparks Capital",3
Viberate.com,https://www.crunchbase.com/organization/viberate,"Analytics, Blockchain, Marketplace, Music","Ljubljana, Ljubljana Urban Commune, Slovenia",European Union (EU),2015-10-01,month,,,2017-09-06,10000000,USD,10000000,Initial Coin Offering,10000000,USD,10000000,,ABC Accelerator,1
Envion,https://www.crunchbase.com/organization/envion,"Blockchain, Information Technology, Mining","Zug, Zug, Switzerland",,,,,,2017-12-16,100000000,USD,100000000,Initial Coin Offering,100000000,USD,100000000,,"Catagonia Capital, Quadrat Capital",2
crowdhouse,https://www.crunchbase.com/organization/bricks---bytes-ag,"Blockchain, Financial Services, FinTech, Information and Communications Technology (ICT), Information Technology, Internet, Property Management, Real Estate Investment, Rental Property, Software","Zürich, Zurich, Switzerland",,2015-03-12,day,,,2017-11-01,7000000,CHF,6982543,Series B,7000000,CHF,6982543,Early Stage Venture,Luzerner Kantonalbank,1
GUN,https://www.crunchbase.com/organization/gun-2,"Big Data, Blockchain, Communities, Database","Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-08-11,day,,,2018-05-24,723000,USD,723000,Seed,723000,USD,723000,Seed,"Boost VC, CRCM Ventures, Draper Associates, Marc Benioff, Nirvana Capital",5
Storiqa,https://www.crunchbase.com/organization/storiqa,"Blockchain, E-Commerce, Marketplace, Retail","Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),2017-08-01,day,,,2018-02-03,25000000,USD,25000000,Venture - Series Unknown,25000000,USD,25000000,,,
Dapp.com,https://www.crunchbase.com/organization/dapp-com,"Blockchain, Marketplace, Social Network","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2018-04-01,month,,,2018-05-15,1200000,USD,1200000,Seed,1200000,USD,1200000,Seed,,
chiliZ,https://www.crunchbase.com/organization/chiliz,"Blockchain, Digital Entertainment, eSports, Sports","Malta, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",,,,,2018-06-05,,,,Venture - Series Unknown,,,,,Kosmos Capital,1
Buxx,https://www.crunchbase.com/organization/buxx,"Blockchain, Finance, Payments","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2018-01-01,year,,,2018-08-31,20000000,USD,20000000,Initial Coin Offering,20000000,USD,20000000,,"Bigcolors, Binance Labs, Blockchain Capital, Huobi Capital, Pantera Capital",5
SteamChain,https://www.crunchbase.com/organization/steamchain,"Blockchain, Industrial Automation, Machinery Manufacturing","Grafton, Wisconsin, United States","Great Lakes, Midwestern US",2017-10-03,day,,,2018-12-05,2700000,USD,2700000,Seed,2700000,USD,2700000,Seed,"BrightStar Wisconsin Foundation, gener8tor",2
TaxToken,https://www.crunchbase.com/organization/taxtoken,Blockchain,"Harrisonburg, Virginia, United States","East Coast, Southern US",2017-01-01,year,,,2018-06-12,1379522,USD,1379522,Venture - Series Unknown,1379522,USD,1379522,,,
"Stably Blockchain Labs, Inc",https://www.crunchbase.com/organization/stably-blockchain-labs-inc,"Blockchain, FinTech, Payments","Vancouver, British Columbia, Canada",,2018-02-15,day,,,2019-02-07,1200000,USD,1200000,Series A,1200000,USD,1200000,Early Stage Venture,"500 Startups, BEENEXT, Paul Stahura, Raaid Hossain, Tony Chen",7
CloseCross,https://www.crunchbase.com/organization/closecross,"Blockchain, Internet, Software","London, England, United Kingdom",European Union (EU),2008-01-01,year,,,2019-01-30,3000000,USD,3000000,Series A,3000000,USD,3000000,Early Stage Venture,Amnis Ventures,1
Blockchain Foundry Inc.,https://www.crunchbase.com/organization/blockchain-foundry,"Blockchain, Software, Virtual Currency","Toronto, Ontario, Canada",Great Lakes,,,,,2017-12-29,3300000,CAD,2624045,Venture - Series Unknown,3300000,CAD,2624045,,,
Everprove,https://www.crunchbase.com/organization/everprove,"Blockchain, Information Technology, Internet, Software","Budapest, Budapest, Hungary",European Union (EU),2018-12-03,day,,,2019-07-12,350000,EUR,394852,Pre-Seed,350000,EUR,394852,Seed,,
