Organization Name,Organization Name URL,Categories,Headquarters Location,Headquarters Regions,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Funding Status,Top 5 Investors,Number of Investors
Kyckr Limited,https://www.crunchbase.com/organization/kyckr,"Compliance, FinTech, Legal","Waterford, Waterford, Ireland",European Union (EU),2007-04-08,day,2016-09-08,day,2018-06-01,5000000,AUD,3784541,Post-IPO Equity,5000000,AUD,3784541,IPO,,
UpCodes,https://www.crunchbase.com/organization/upcodes,"Architecture, Civil Engineering, Compliance, Construction","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2016-02-08,day,,,2018-06-11,665000,USD,665000,Seed,665000,USD,665000,Seed,"Bragiel Brothers, Foundation Capital, Kevin Moore, Liquid 2 Ventures, Y Combinator",8
ZenMate,https://www.crunchbase.com/organization/zenguard,"Browser Extensions, Privacy, Security, Software","Berlin, Berlin, Germany",European Union (EU),2013-01-01,year,2018-10-16,day,2018-06-13,23040,GBP,30832,Equity Crowdfunding,23040,GBP,30832,M&A,"Axel Springer Plug and Play Accelerator, Bessemer Venture Partners, Deutsche Telekom Strategic Investments, HV Holtzbrinck Ventures, Project A",7
Quantum Xchange,https://www.crunchbase.com/organization/quantum-xchange,"Computer, Cyber Security, Information Technology","Bethesda, Maryland, United States","Washington DC Metro Area, East Coast, Southern US",2018-01-01,year,,,2018-06-26,10000000,USD,10000000,Series A,10000000,USD,10000000,Early Stage Venture,New Technology Ventures,1
Threatcare,https://www.crunchbase.com/organization/threatcare,"Cyber Security, Information Technology, Network Security, SaaS","Austin, Texas, United States",Southern US,2014-01-01,year,,,2018-01-04,1400000,USD,1400000,Seed,1400000,USD,1400000,Seed,"Firebrand Ventures, Flyover Capital, Moonshots Capital, Right Side Capital Management, Techstars",9
AdHive,https://www.crunchbase.com/organization/adhive,"Advertising Platforms, Artificial Intelligence, Blockchain, Brand Marketing, Digital Marketing, Marketing, Marketing Automation, Social Media Advertising","Tallinn, Harjumaa, Estonia",European Union (EU),2017-11-02,day,,,2018-03-24,17500000,USD,17500000,Initial Coin Offering,17500000,USD,17500000,,,
Rapidly,https://www.crunchbase.com/organization/rapidly,"Compliance, Finance, Financial Services, FinTech, Information Technology, Marketplace","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2017-02-27,day,,,2018-05-24,150000,USD,150000,Convertible Note,300000,USD,300000,Seed,,
CYFIRMA,https://www.crunchbase.com/organization/cyfirma,"Artificial Intelligence, Cyber Security, Machine Learning, Predictive Analytics, Security","Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",2017-12-19,day,,,2018-05-30,15000000,USD,15000000,Series A,15000000,USD,15000000,Early Stage Venture,Goldman Sachs,1
Unblockable,https://www.crunchbase.com/organization/unlockable,"Blockchain, Casual Games, Collectibles, Marketplace, Sports","Manhattan Beach, California, United States","Greater Los Angeles Area, West Coast, Western US",2018-03-01,month,,,2018-06-28,5000000,USD,5000000,Venture - Series Unknown,5000000,USD,5000000,,"Lightspeed Venture Partners, Shasta Ventures",2
RE-Sure Inc,https://www.crunchbase.com/organization/re-sure-2,"Apps, Blockchain, Insurance","Detroit, Michigan, United States","Greater Detroit Area, Great Lakes, Midwestern US",2016-10-21,day,,,2018-05-24,3000000,USD,3000000,Venture - Series Unknown,3000000,USD,3000000,,"Global Insurance Accelerator, Reflective Venture Partners",2
Atlas Holdings,https://www.crunchbase.com/organization/atlascard,"Blockchain, Cryptocurrency, Finance, FinTech, Sharing Economy","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-01-01,year,,,2018-04-27,2000000,USD,2000000,Venture - Series Unknown,2000000,USD,2000000,,"Draper Associates, Partech, Techstars, Third Prime, Tim Draper",13
Boundary Technologies Ltd,https://www.crunchbase.com/organization/boundary-technologies-ltd,"Cyber Security, Internet, Security","Edinburgh, Edinburgh, City of, United Kingdom",European Union (EU),2018-04-10,day,,,2018-05-01,560000,GBP,762100,Seed,560000,GBP,762100,Seed,"Paul Walton, Robin Knox",2
Invacio Group,https://www.crunchbase.com/organization/invacio,"Artificial Intelligence, Big Data, Blockchain, Finance, FinTech, Machine Learning, National Security",,,2014-03-17,day,2018-05-11,day,2018-04-30,22000000,USD,22000000,Initial Coin Offering,22000000,USD,22000000,M&A,,
Qulian Technology,https://www.crunchbase.com/organization/qulian-technology,"Blockchain, Computer, Enterprise Software, Software","Hangzhou, Zhejiang, China",Asia-Pacific (APAC),2016-01-01,year,,,2018-06-04,1500000000,CNY,234089703,Series B,1500000000,CNY,234089703,Early Stage Venture,"China SDIC Gaoxin, Fosun Group, Insigma Technology, Sunyard, Xinhu Zhongbao Co Ltd",5
Modern Tech,https://www.crunchbase.com/organization/modern-tech,"Blockchain, Cryptocurrency, Finance","Ho Chi Minh City, NA - Vietnam, Vietnam","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,2018-04-13,660000000,USD,660000000,Initial Coin Offering,660000000,USD,660000000,,,
Pryv,https://www.crunchbase.com/organization/pryv,"Apps, Health Care, Information Technology, Internet of Things, Medical Device, Personalization, Privacy, Quantified Self, Software","Lausanne, Vaud, Switzerland",,2012-01-01,year,,,2018-01-29,400000,CHF,426679,Debt Financing,1100000,CHF,1124914,Seed,"Cosa Trade SA, Foundation for Technological Innovation (FIT), simple data sarl",3
Teambrella,https://www.crunchbase.com/organization/teambrella-inc,"Ethereum, InsurTech","St. Petersburg, Florida, United States","Tampa Bay Area, East Coast, Southern US",2015-01-01,year,,,2018-05-14,485000,USD,485000,Seed,485000,USD,485000,Seed,Shanda Group,1
effect.ai,https://www.crunchbase.com/organization/effect-ai,"Artificial Intelligence, Blockchain, Information Technology","Amsterdam, Noord-Holland, The Netherlands",European Union (EU),2015-01-01,year,,,2018-03-29,11037191,EUR,13578419,Initial Coin Offering,11037191,EUR,13578419,,,
Conio,https://www.crunchbase.com/organization/conio,"Bitcoin, FinTech","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2015-01-01,year,,,2018-06-21,3000000,USD,3000000,Series A,3000000,USD,3000000,Early Stage Venture,,
"MOIN, Inc.",https://www.crunchbase.com/organization/moin-inc,"Blockchain, Finance, Financial Services, FinTech, Mobile Payments, Transaction Processing","Seoul, Seoul-t'ukpyolsi, South Korea",Asia-Pacific (APAC),2016-03-21,day,,,2018-01-02,2300000,USD,2300000,Series A,2300000,USD,2300000,Early Stage Venture,"BA Partners, Bokwang Investment, Capstone Partners Co., Ltd., D.CAMP, Strong Ventures",7
Mercury Cash,https://www.crunchbase.com/organization/mercury-cash,"Cryptocurrency, Financial Exchanges","Orlando, Florida, United States","East Coast, Southern US",2016-06-28,day,,,2018-04-09,10000,USD,10000,Seed,10000,USD,10000,Seed,Maria Gomez,1
IronCore Labs,https://www.crunchbase.com/organization/ironcore-labs,"SaaS, Security, Software","Boulder, Colorado, United States","Greater Denver Area, Western US",2015-03-09,day,,,2018-06-28,1500000,USD,1500000,Seed,1500000,USD,1500000,Seed,"FirstMile Ventures, NEXT Frontier Capital, Right Side Capital Management, Techstars, v1.vc",7
Redwood Technologies Group,https://www.crunchbase.com/organization/redwood-technologies-group,"Communications Infrastructure, Financial Services, Government, Mobile, Network Security, Payments, Telecommunications","Berkshire, New York, United States","East Coast, Northeastern US",1993-01-01,year,,,2018-01-16,25000000,GBP,34493939,Venture - Series Unknown,25000000,GBP,34493939,,Scottish Equity Partners,1
LOCALLY,https://www.crunchbase.com/organization/digital2go-media-networks,"Big Data, Blockchain, Internet of Things, Location Based Services, Mobile, Mobile Advertising","Irvine, California, United States","Greater Los Angeles Area, West Coast, Western US",2015-01-01,year,,,2018-04-17,2500000,USD,2500000,Series A,2500000,USD,2500000,Early Stage Venture,"ENOTEC Ventures, NEM, xSquared Ventures",3
8btc.com,https://www.crunchbase.com/organization/8btc-com,"Bitcoin, Internet, News","Hangzhou, Zhejiang, China",Asia-Pacific (APAC),2011-01-01,year,,,2018-03-02,16000000,USD,16000000,Series A,16000000,USD,16000000,Early Stage Venture,"Bitmain, Funcity Capital, Puhua Capital, QF Capital",4
SysCloud,https://www.crunchbase.com/organization/neverfail-backup-software,"Cyber Security, Software","Red Bank, New Jersey, United States","Greater New York Area, East Coast, Northeastern US",2013-01-01,year,,,2018-06-27,200000,USD,200000,Debt Financing,2500000,USD,2500000,Early Stage Venture,"Inventus Capital Partners, Kae Capital, Lighter Capital, Microsoft Accelerator Bangalore",4
Blackpoint Holdings,https://www.crunchbase.com/organization/blackpoint-holdings,"Computer, Cyber Security","Ellicott City, Maryland, United States","Greater Baltimore-Maryland Area, East Coast, Southern US",2014-01-01,year,,,2018-05-29,6000000,USD,6000000,Venture - Series Unknown,6000000,USD,6000000,,"Adelphi Capital, Maryland Venture Fund, Telcom Ventures",3
EnergiMine,https://www.crunchbase.com/organization/energi-mine,"Artificial Intelligence, Blockchain, Energy, SaaS","Manchester, Manchester, United Kingdom",European Union (EU),2016-11-22,day,,,2018-02-02,3000000,USD,3000000,Initial Coin Offering,3000000,USD,3000000,,,
NewBanking ApS,https://www.crunchbase.com/organization/newbanking,"Blockchain, Financial Services, FinTech, Identity Management","Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",2015-10-01,day,,,2018-03-26,20000,USD,20000,Seed,20000,USD,20000,Seed,"Innovation Fund Denmark, Kcbl Management ApS, PreSeed Ventures, Queen City Fintech, Seed Capital",5
GUTS Tickets,https://www.crunchbase.com/organization/guts-tickets,"Analytics, Blockchain, Ticketing","Amsterdam, Noord-Holland, The Netherlands",European Union (EU),2016-01-01,year,,,2018-01-15,6250000,EUR,7666745,Initial Coin Offering,6250000,EUR,7666745,,,
GATE,https://www.crunchbase.com/organization/tokenid,"Credit Cards, Cyber Security, Financial Services, FinTech, Mobile Payments, Payments","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2015-10-01,month,,,2018-04-05,3200000,USD,3200000,Seed,3200000,USD,3200000,Seed,"Alex Jurovitsky, Jacob Shochat, Orco Investments",3
Arival Bank,https://www.crunchbase.com/organization/arival-bank,"Banking, Compliance, FinTech, Identity Management","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2017-08-03,day,,,2018-01-15,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,,
Zabo,https://www.crunchbase.com/organization/zabo,"Bitcoin, Cryptocurrency, Developer APIs, Finance, Financial Services, FinTech, Personal Finance","Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",2018-01-01,year,,,2018-02-28,1150000,USD,1150000,Seed,1150000,USD,1150000,Seed,Blockchange Ventures,1
ChameleonX,https://www.crunchbase.com/organization/chameleonx,"Network Security, Security","Tel Aviv, Tel Aviv, Israel",,2016-01-01,year,,,2018-04-01,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,"Firstime Venture Capital, TheTime",2
Chainvine,https://www.crunchbase.com/organization/chainvine,"Asset Management, Compliance, Cyber Security, Database, Enterprise Software, Intelligent Systems, Software, Supply Chain Management","London, England, United Kingdom",European Union (EU),2015-06-01,day,,,2018-06-04,2500000,GBP,3328996,Series A,2500000,GBP,3328996,Early Stage Venture,Deepbridge Capital,1
Corl,https://www.crunchbase.com/organization/corl,"Cryptocurrency, Finance, Financial Services, FinTech","Montréal, Quebec, Canada",,2016-10-04,day,,,2018-06-28,411490,USD,411490,Seed,411490,USD,411490,Seed,,
